               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,            0.022644,            0.022232,                   0,             0.99695,             0.96739,             0.98727,             0.75003,            0.020534,            0.022502,                   0,             0.00505,             0.00505,             0.00505
                  27,            0.022086,            0.022184,                   0,             0.99093,             0.97221,             0.98785,             0.79003,            0.016853,            0.022933,                   0,            0.004852,            0.004852,            0.004852
                  28,            0.020091,            0.021858,                   0,             0.97828,             0.98481,             0.99267,             0.79964,            0.016046,            0.020878,                   0,            0.004654,            0.004654,            0.004654
                  29,            0.018556,            0.021411,                   0,              0.9921,             0.97701,                0.99,             0.79389,            0.016144,            0.020584,                   0,            0.004456,            0.004456,            0.004456
                  30,            0.018644,            0.021157,                   0,             0.99064,             0.98147,             0.98812,             0.81847,            0.015328,             0.02022,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.017911,            0.021045,                   0,             0.99029,             0.98481,             0.99448,             0.81811,            0.015264,            0.020428,                   0,             0.00406,             0.00406,             0.00406
                  32,            0.018303,            0.020486,                   0,             0.99254,             0.98629,             0.99424,             0.80669,             0.01648,            0.020291,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.018248,            0.021038,                   0,             0.99019,             0.98073,             0.99227,             0.80203,            0.015647,            0.020366,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.016229,             0.02017,                   0,             0.98623,              0.9837,              0.9942,             0.83974,            0.013858,            0.019697,                   0,            0.003466,            0.003466,            0.003466
                  35,             0.01584,            0.019818,                   0,              0.9932,             0.97481,             0.98989,             0.83199,            0.013982,            0.019417,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.015208,            0.019787,                   0,             0.98961,             0.98812,             0.99191,             0.84701,             0.01328,            0.018768,                   0,             0.00307,             0.00307,             0.00307
                  37,             0.01487,            0.019096,                   0,             0.99253,             0.98517,             0.99185,             0.84629,            0.013083,            0.018695,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.014786,            0.018642,                   0,             0.99142,             0.98518,             0.99004,             0.85762,            0.012267,            0.017895,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.014361,             0.01836,                   0,             0.99326,             0.98219,             0.99358,             0.85299,            0.012649,            0.018129,                   0,            0.002476,            0.002476,            0.002476
                  40,             0.01419,            0.018061,                   0,             0.99031,              0.9848,             0.99255,              0.8611,            0.012245,            0.017684,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.013554,            0.017767,                   0,             0.99403,             0.98776,             0.99465,             0.85814,            0.012498,             0.01739,                   0,             0.00208,             0.00208,             0.00208
                  42,             0.01371,            0.017944,                   0,             0.99476,              0.9848,             0.99468,             0.86505,            0.012028,            0.017048,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.013222,            0.017788,                   0,             0.99364,             0.98406,             0.99276,             0.87387,            0.011622,            0.017066,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.012776,            0.016938,                   0,             0.99514,             0.98665,              0.9945,             0.87854,            0.011252,            0.016439,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.012786,            0.017223,                   0,             0.99324,             0.98851,             0.99459,             0.87774,            0.011014,            0.016226,                   0,            0.001288,            0.001288,            0.001288
                  46,             0.01267,            0.017177,                   0,             0.99589,             0.98702,             0.99423,             0.87688,            0.011039,            0.016365,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.012156,            0.016613,                   0,             0.99366,             0.98695,             0.99454,             0.88085,            0.010832,            0.016228,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.012811,               0.017,                   0,             0.99108,             0.98851,             0.99458,             0.88352,            0.010781,            0.016188,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.012512,            0.016782,                   0,             0.99179,             0.98777,              0.9946,             0.88498,            0.010803,            0.016261,                   0,            0.000496,            0.000496,            0.000496
