               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12521,            0.049485,                   0,           0.0082111,            0.021488,           0.0064411,           0.0012669,             0.12274,            0.051624,                   0,              0.0005,              0.0005,              0.0955
                   1,             0.11686,            0.053245,                   0,            0.016363,            0.094215,           0.0051472,          0.00094637,             0.11124,            0.056197,                   0,           0.0008822,           0.0008822,            0.089882
                   2,             0.10759,            0.054949,                   0,             0.05227,             0.16198,             0.02162,           0.0041039,             0.10252,            0.058385,                   0,           0.0010268,           0.0010268,            0.084027
                   3,             0.10118,            0.057312,                   0,             0.14924,             0.23636,            0.076154,            0.014829,            0.094461,            0.058909,                   0,           0.0009338,           0.0009338,            0.077934
                   4,            0.094175,            0.057161,                   0,             0.28672,             0.22645,             0.14501,            0.029175,            0.089215,            0.058232,                   0,           0.0006032,           0.0006032,            0.071603
