               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.079271,            0.041249,                   0,             0.27428,             0.36632,             0.25652,            0.048503,            0.076931,             0.04954,                   0,           0.0055536,           0.0055536,            0.034554
                  12,            0.075014,            0.040883,                   0,             0.77428,             0.55229,             0.65915,             0.20385,            0.070263,            0.060619,                   0,           0.0058705,           0.0058705,             0.02887
                  13,            0.065393,            0.040875,                   0,               0.352,             0.56869,             0.38144,            0.085299,            0.076161,            0.058751,                   0,           0.0061636,           0.0061636,            0.023164
                  14,             0.07187,            0.038691,                   0,             0.25884,             0.52514,              0.2469,            0.054727,            0.067713,             0.05564,                   0,           0.0064329,           0.0064329,            0.017433
                  15,            0.063806,            0.038925,                   0,             0.35179,              0.6647,             0.40101,            0.086197,             0.06239,             0.05005,                   0,           0.0066785,           0.0066785,            0.011678
                  16,            0.061256,            0.038145,                   0,             0.33773,             0.62925,             0.36286,             0.10567,             0.06472,            0.055252,                   0,            0.006832,            0.006832,            0.006832
                  17,            0.060513,            0.036632,                   0,             0.60731,             0.59232,             0.57003,             0.14071,            0.059874,            0.050424,                   0,            0.006832,            0.006832,            0.006832
                  18,            0.056636,            0.036218,                   0,             0.52971,             0.57066,             0.48383,             0.15521,            0.054513,            0.050261,                   0,            0.006634,            0.006634,            0.006634
                  19,            0.052869,            0.036659,                   0,             0.72063,             0.69867,             0.74551,             0.22557,            0.052187,            0.051153,                   0,            0.006436,            0.006436,            0.006436
                  20,            0.053713,            0.036012,                   0,             0.69924,             0.76366,             0.76292,             0.27533,            0.046359,            0.045178,                   0,            0.006238,            0.006238,            0.006238
                  21,             0.05093,            0.034444,                   0,             0.50088,             0.74594,             0.55625,             0.22225,            0.045331,            0.044404,                   0,             0.00604,             0.00604,             0.00604
                  22,            0.042177,            0.033422,                   0,             0.81929,             0.79173,              0.8196,             0.32369,            0.048605,            0.042983,                   0,            0.005842,            0.005842,            0.005842
                  23,             0.04549,            0.033776,                   0,             0.88923,             0.80637,             0.88237,             0.42896,            0.039552,            0.040879,                   0,            0.005644,            0.005644,            0.005644
                  24,            0.040502,            0.034128,                   0,             0.93587,              0.8623,             0.92182,             0.49446,            0.036269,            0.039962,                   0,            0.005446,            0.005446,            0.005446
                  25,            0.040315,            0.032673,                   0,             0.86947,             0.88774,             0.91209,             0.48915,            0.036576,            0.038934,                   0,            0.005248,            0.005248,            0.005248
                  26,            0.034918,            0.032393,                   0,             0.96261,             0.91272,             0.95206,             0.54263,            0.033763,            0.037165,                   0,             0.00505,             0.00505,             0.00505
                  27,            0.034826,            0.031733,                   0,             0.97161,              0.9098,             0.95478,             0.57471,            0.030771,            0.035021,                   0,            0.004852,            0.004852,            0.004852
                  28,            0.033184,            0.030698,                   0,             0.97314,             0.90986,             0.95958,              0.5257,             0.03433,            0.033662,                   0,            0.004654,            0.004654,            0.004654
                  29,            0.036556,            0.030205,                   0,             0.98042,             0.88922,             0.95096,             0.59388,            0.028941,            0.032176,                   0,            0.004456,            0.004456,            0.004456
                  30,            0.032469,            0.031032,                   0,               0.977,             0.88479,             0.94828,             0.58463,            0.028794,            0.032231,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.030455,            0.028741,                   0,             0.98207,             0.89513,             0.95322,             0.59917,            0.029298,            0.032563,                   0,             0.00406,             0.00406,             0.00406
                  32,            0.035141,            0.029515,                   0,              0.9835,             0.88035,             0.94793,             0.61957,            0.027412,            0.031873,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.027654,            0.028291,                   0,             0.97508,             0.92456,             0.96646,             0.63062,            0.026387,            0.029981,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.031744,             0.02844,                   0,             0.96641,             0.93497,              0.9674,             0.62301,            0.026626,            0.029032,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.031128,            0.027328,                   0,              0.9739,             0.93796,             0.96981,             0.67613,            0.025226,              0.0287,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.026984,            0.027077,                   0,             0.96652,             0.94092,             0.96724,             0.65486,            0.024203,            0.028865,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.023867,            0.026357,                   0,             0.96724,             0.91571,             0.95391,             0.66559,            0.025086,            0.030646,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.025944,            0.026201,                   0,             0.97815,             0.92762,             0.96657,             0.70023,            0.022513,             0.02893,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.022164,            0.026123,                   0,             0.98023,             0.95273,             0.98159,             0.72676,            0.020801,            0.025969,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.023706,            0.026182,                   0,               0.989,             0.95126,             0.98366,             0.74024,            0.020634,             0.02531,                   0,            0.002278,            0.002278,            0.002278
                  41,             0.02226,            0.025475,                   0,             0.98466,             0.94978,             0.98454,             0.74516,            0.019934,            0.025136,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.021326,            0.024711,                   0,             0.98333,             0.95863,              0.9853,             0.75665,            0.019057,             0.02456,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.021887,             0.02518,                   0,             0.98338,             0.96153,             0.98713,             0.75252,            0.019193,            0.024179,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.021002,            0.025179,                   0,             0.98784,              0.9616,             0.98728,             0.76387,            0.018376,            0.023773,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.020466,            0.024433,                   0,             0.99087,             0.96307,             0.98541,             0.76652,            0.018368,            0.023779,                   0,            0.001288,            0.001288,            0.001288
                  46,             0.01973,            0.023859,                   0,             0.99235,             0.95852,              0.9823,             0.75842,            0.018847,             0.02428,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.020192,            0.024162,                   0,             0.98636,             0.96159,             0.98201,             0.75864,             0.01895,            0.024345,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.019863,            0.023046,                   0,             0.98935,             0.96009,             0.98562,             0.76602,            0.018503,            0.024115,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.019911,            0.023509,                   0,             0.98635,              0.9616,             0.98732,             0.76939,            0.018144,            0.023517,                   0,            0.000496,            0.000496,            0.000496
