               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11904,            0.041597,                   0,           0.0028707,           0.0066116,          0.00078422,          0.00018128,             0.11187,             0.04256,                   0,              0.0005,              0.0005,              0.0955
                   1,             0.11056,             0.04229,                   0,           0.0016484,             0.12066,          0.00090772,          0.00020499,             0.10536,            0.042986,                   0,           0.0010782,           0.0010782,            0.090078
                   2,             0.10454,            0.041664,                   0,           0.0026728,            0.038017,           0.0013322,          0.00025376,            0.097858,            0.045052,                   0,           0.0016327,           0.0016327,            0.084633
                   3,             0.10088,            0.041645,                   0,           0.0034304,            0.019835,           0.0015126,          0.00033382,            0.094679,            0.045743,                   0,           0.0021634,           0.0021634,            0.079163
                   4,            0.097358,            0.043891,                   0,            0.002659,             0.19504,           0.0016725,          0.00032763,             0.09235,            0.046706,                   0,           0.0026703,           0.0026703,             0.07367
                   5,            0.095532,            0.043503,                   0,           0.0039901,             0.19008,           0.0024706,          0.00048982,            0.090798,            0.046953,                   0,           0.0031535,           0.0031535,            0.068154
                   6,            0.092476,            0.045493,                   0,           0.0061042,             0.10248,           0.0028891,          0.00058098,            0.088291,            0.048208,                   0,           0.0036129,           0.0036129,            0.062613
                   7,             0.09115,            0.045713,                   0,           0.0050701,             0.11901,           0.0027016,          0.00049985,            0.087109,            0.048993,                   0,           0.0040486,           0.0040486,            0.057049
                   8,            0.088772,            0.046756,                   0,           0.0061898,            0.031405,           0.0031049,           0.0005916,            0.086169,            0.049508,                   0,           0.0044605,           0.0044605,             0.05146
                   9,            0.088809,            0.046426,                   0,           0.0075503,            0.082645,           0.0036629,          0.00062088,             0.08599,            0.049107,                   0,           0.0048486,           0.0048486,            0.045849
                  10,            0.086701,            0.047465,                   0,           0.0098103,             0.10083,           0.0044749,          0.00081128,            0.085316,            0.049412,                   0,            0.005213,            0.005213,            0.040213
                  11,            0.084586,            0.048187,                   0,            0.010341,            0.041322,           0.0040534,            0.000746,            0.084871,            0.049604,                   0,           0.0055536,           0.0055536,            0.034554
                  12,            0.084286,            0.048512,                   0,            0.007529,            0.082645,           0.0035157,          0.00062327,            0.085327,            0.049525,                   0,           0.0058705,           0.0058705,             0.02887
                  13,            0.084547,            0.048381,                   0,           0.0061274,            0.031405,            0.002445,          0.00050767,              0.0886,            0.048864,                   0,           0.0061636,           0.0061636,            0.023164
                  14,            0.082715,            0.049788,                   0,           0.0086916,            0.047934,           0.0031683,          0.00055908,            0.086652,            0.049855,                   0,           0.0064329,           0.0064329,            0.017433
                  15,            0.082257,            0.050258,                   0,           0.0079317,            0.059504,           0.0026449,          0.00050931,            0.085966,            0.052086,                   0,           0.0066785,           0.0066785,            0.011678
                  16,            0.082035,             0.04891,                   0,            0.010778,            0.084298,           0.0040831,          0.00076945,            0.083649,            0.054388,                   0,            0.006832,            0.006832,            0.006832
                  17,             0.08049,            0.049372,                   0,           0.0099324,             0.06281,            0.003126,          0.00055489,            0.087192,             0.05209,                   0,            0.006832,            0.006832,            0.006832
                  18,            0.079836,            0.050233,                   0,            0.027511,            0.018182,           0.0048846,          0.00095402,            0.083765,            0.053034,                   0,            0.006634,            0.006634,            0.006634
                  19,            0.079654,             0.04999,                   0,            0.016895,            0.072727,           0.0056563,           0.0010728,            0.082235,            0.053495,                   0,            0.006436,            0.006436,            0.006436
                  20,            0.079512,            0.051386,                   0,            0.014278,            0.029752,           0.0045811,          0.00092939,            0.081567,            0.053883,                   0,            0.006238,            0.006238,            0.006238
                  21,             0.08044,            0.049597,                   0,            0.020281,            0.026446,            0.005312,           0.0010669,            0.081311,            0.053563,                   0,             0.00604,             0.00604,             0.00604
                  22,            0.079125,            0.050382,                   0,            0.019167,            0.019835,           0.0049014,           0.0010437,            0.079494,            0.053377,                   0,            0.005842,            0.005842,            0.005842
                  23,            0.077863,            0.051302,                   0,            0.011308,            0.066116,           0.0056722,            0.001152,            0.079543,             0.05262,                   0,            0.005644,            0.005644,            0.005644
                  24,               0.078,            0.051436,                   0,            0.038474,            0.017197,            0.010053,           0.0029778,             0.07876,            0.052696,                   0,            0.005446,            0.005446,            0.005446
                  25,            0.077065,            0.051623,                   0,            0.018685,            0.024793,            0.010343,           0.0035237,            0.079005,            0.052512,                   0,            0.005248,            0.005248,            0.005248
                  26,            0.076347,            0.050458,                   0,            0.010081,             0.10909,            0.010002,           0.0029562,            0.079745,            0.050991,                   0,             0.00505,             0.00505,             0.00505
                  27,            0.077145,            0.051145,                   0,            0.027592,            0.029752,            0.011578,           0.0038882,            0.077698,            0.051803,                   0,            0.004852,            0.004852,            0.004852
                  28,            0.076481,            0.051453,                   0,            0.020543,            0.031405,           0.0079922,           0.0018512,            0.078013,            0.051456,                   0,            0.004654,            0.004654,            0.004654
                  29,            0.076975,             0.05012,                   0,            0.017249,            0.047934,           0.0086024,           0.0022992,            0.077935,            0.051302,                   0,            0.004456,            0.004456,            0.004456
                  30,            0.075388,            0.052389,                   0,            0.047489,            0.026866,            0.010677,           0.0027512,            0.076057,            0.052024,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.075383,            0.049603,                   0,            0.020851,            0.061157,            0.010084,            0.002207,            0.076141,            0.051624,                   0,             0.00406,             0.00406,             0.00406
                  32,            0.075212,            0.049944,                   0,            0.028439,            0.024793,           0.0088625,           0.0019577,            0.076406,            0.051542,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.074727,            0.050539,                   0,            0.016546,            0.099174,           0.0095083,           0.0019689,            0.075018,            0.052259,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.074434,            0.051173,                   0,            0.021233,            0.094215,            0.011098,           0.0023128,            0.074172,            0.052595,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.073974,            0.050423,                   0,            0.026691,            0.042975,            0.010322,           0.0021349,            0.074249,            0.052633,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.073826,            0.050839,                   0,            0.034731,            0.047934,            0.012013,           0.0024805,            0.073845,            0.052454,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.072705,            0.050595,                   0,             0.03174,            0.047934,             0.01077,           0.0024488,            0.074549,            0.052081,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.073739,              0.0501,                   0,            0.061405,            0.039669,            0.014903,           0.0032433,            0.073004,            0.052436,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.073197,            0.050488,                   0,            0.045078,            0.052893,            0.020061,           0.0038191,            0.072169,            0.052774,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.073328,            0.049837,                   0,            0.051081,             0.05124,            0.016753,           0.0037626,            0.071748,            0.052884,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.072511,            0.050797,                   0,            0.048711,            0.064463,            0.017995,           0.0036415,            0.071671,            0.052513,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.072739,            0.049431,                   0,            0.043402,            0.085344,            0.018303,           0.0037211,            0.071498,            0.052094,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.072385,            0.049759,                   0,            0.047752,            0.080992,            0.019665,           0.0039405,            0.071385,            0.051986,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.071996,            0.050627,                   0,            0.050596,            0.069421,            0.018076,           0.0037972,            0.071539,            0.051946,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.072257,            0.049243,                   0,            0.043205,            0.095868,            0.018096,           0.0037455,            0.071486,            0.051896,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.071513,            0.049844,                   0,            0.042137,             0.14711,            0.020559,           0.0042339,            0.070814,            0.052075,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.071629,            0.051336,                   0,            0.053312,            0.094215,            0.021373,            0.004466,            0.070694,            0.051975,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.072511,            0.048792,                   0,            0.050433,             0.10083,               0.021,           0.0044307,            0.070376,            0.051887,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.072311,            0.049257,                   0,            0.044829,             0.14876,            0.022367,           0.0047272,            0.070223,            0.051856,                   0,            0.000496,            0.000496,            0.000496
