               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.022034,            0.022461,                   0,             0.98909,             0.98227,             0.99429,             0.77817,            0.018566,            0.022073,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.021046,            0.022207,                   0,             0.98948,             0.98129,               0.994,             0.79125,            0.017005,            0.022068,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.022153,            0.022762,                   0,             0.99154,             0.98227,             0.99405,             0.78028,            0.017728,            0.022521,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.022025,            0.021864,                   0,             0.99146,             0.97193,             0.99163,             0.76593,            0.020404,            0.023118,                   0,            0.005941,            0.005941,            0.005941
                  43,             0.02123,            0.022092,                   0,             0.99206,             0.98423,             0.99445,             0.79306,            0.017294,            0.021319,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.020591,            0.021823,                   0,             0.99403,             0.98324,             0.99416,              0.7995,             0.01694,            0.021149,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.022196,             0.02203,                   0,             0.99645,              0.9808,             0.99446,             0.78773,            0.018245,            0.022021,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.021746,            0.021518,                   0,             0.98909,             0.98326,             0.99373,             0.79841,            0.017197,            0.021621,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.020075,            0.021611,                   0,             0.99399,             0.97783,             0.99419,             0.79353,            0.017652,            0.021741,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.020082,            0.020943,                   0,             0.98912,             0.98523,             0.99432,             0.82056,            0.015653,             0.02032,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.018849,            0.021164,                   0,             0.98865,             0.98671,             0.99452,             0.81998,            0.015596,            0.020482,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.017802,            0.020652,                   0,             0.98861,             0.98424,             0.99439,             0.81889,            0.015823,            0.020423,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.018534,            0.020273,                   0,             0.98918,             0.99064,             0.99482,             0.82643,            0.015051,            0.019402,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.017344,            0.019615,                   0,             0.99353,             0.98326,             0.99455,             0.83016,             0.01505,            0.019693,                   0,            0.004951,            0.004951,            0.004951
                  53,              0.0192,            0.020164,                   0,             0.99059,             0.98471,              0.9945,             0.82739,            0.015935,            0.019767,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.019118,             0.02033,                   0,             0.99553,             0.98671,             0.99466,             0.81953,            0.016764,             0.02008,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.017865,            0.020167,                   0,             0.99358,             0.99063,             0.99479,             0.84131,             0.01445,            0.018806,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.017658,            0.020064,                   0,             0.99346,             0.98917,              0.9947,             0.82057,            0.016054,             0.02027,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.018935,             0.02022,                   0,             0.99257,             0.98605,             0.99474,             0.83642,            0.014798,            0.019121,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.018566,            0.020073,                   0,              0.9926,             0.99013,             0.99483,             0.83891,            0.014057,            0.018526,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.018655,            0.019856,                   0,             0.99455,             0.98866,             0.99479,             0.82341,            0.015103,            0.019187,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.016625,            0.019138,                   0,              0.9921,             0.98916,             0.99469,             0.83679,            0.014272,            0.018808,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.015222,            0.018351,                   0,               0.997,             0.98523,             0.99471,             0.84878,            0.013426,            0.018257,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.016124,            0.018769,                   0,             0.99209,             0.98768,             0.99473,             0.85389,            0.015115,            0.018545,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.015868,            0.018682,                   0,             0.99258,             0.98818,             0.99471,              0.8549,            0.013802,             0.01819,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.015763,            0.018184,                   0,             0.98917,             0.99114,             0.99478,             0.84746,            0.014461,            0.018291,                   0,            0.003763,            0.003763,            0.003763
                  65,             0.01522,            0.018126,                   0,             0.99456,             0.99014,             0.99488,             0.85292,            0.013604,            0.017573,                   0,            0.003664,            0.003664,            0.003664
