               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12536,            0.049441,                   0,           0.0031463,            0.033058,           0.0011752,          0.00023993,             0.12301,            0.051098,                   0,              0.0005,              0.0005,              0.0955
                   1,             0.11686,             0.05288,                   0,            0.024656,             0.06281,           0.0070468,           0.0013062,             0.11055,            0.055929,                   0,           0.0010782,           0.0010782,            0.090078
                   2,             0.10538,             0.05536,                   0,            0.079682,              0.1438,            0.039002,           0.0072444,            0.098847,             0.05888,                   0,           0.0016327,           0.0016327,            0.084633
                   3,            0.095554,            0.056965,                   0,             0.10413,             0.32562,            0.069374,             0.01243,            0.091014,             0.05919,                   0,           0.0021634,           0.0021634,            0.079163
                   4,            0.088509,            0.052793,                   0,             0.31528,             0.34711,             0.23773,            0.053112,            0.086615,            0.074831,                   0,           0.0026703,           0.0026703,             0.07367
                   5,            0.084953,            0.047153,                   0,             0.21362,             0.31901,             0.16215,            0.028682,            0.097072,            0.069115,                   0,           0.0031535,           0.0031535,            0.068154
                   6,            0.078624,            0.044966,                   0,             0.30573,             0.48264,              0.2617,            0.056143,            0.076831,            0.073626,                   0,           0.0036129,           0.0036129,            0.062613
                   7,             0.07356,            0.042957,                   0,             0.33973,             0.49256,             0.30872,             0.06675,            0.072826,            0.064335,                   0,           0.0040486,           0.0040486,            0.057049
                   8,            0.084106,            0.039581,                   0,             0.11954,              0.3503,            0.081841,            0.016045,             0.10568,            0.042154,                   0,           0.0044605,           0.0044605,             0.05146
                   9,            0.084004,            0.039972,                   0,             0.14212,             0.44628,             0.11342,            0.023278,            0.088191,            0.047724,                   0,           0.0048486,           0.0048486,            0.045849
                  10,            0.081743,            0.039098,                   0,            0.057982,             0.52397,             0.05018,           0.0088979,            0.089839,            0.046602,                   0,            0.005213,            0.005213,            0.040213
                  11,            0.074401,            0.041314,                   0,             0.23916,             0.43802,             0.17939,            0.038904,            0.079892,            0.050685,                   0,           0.0055536,           0.0055536,            0.034554
                  12,            0.074979,            0.038029,                   0,             0.21833,              0.4314,             0.17374,             0.03975,            0.082318,            0.051774,                   0,           0.0058705,           0.0058705,             0.02887
                  13,            0.072693,            0.036893,                   0,             0.45699,             0.57355,             0.47441,             0.15034,             0.07036,            0.047816,                   0,           0.0061636,           0.0061636,            0.023164
                  14,            0.065845,            0.039282,                   0,             0.48897,             0.60331,             0.43389,            0.080167,             0.06296,            0.056964,                   0,           0.0064329,           0.0064329,            0.017433
                  15,            0.069999,            0.035048,                   0,             0.20374,              0.6843,             0.19262,            0.048822,            0.069239,            0.054322,                   0,           0.0066785,           0.0066785,            0.011678
                  16,            0.060175,            0.037462,                   0,             0.32392,             0.79669,             0.31046,            0.091856,            0.065722,             0.06211,                   0,            0.006832,            0.006832,            0.006832
                  17,            0.059908,            0.036534,                   0,             0.45545,             0.64959,              0.4693,             0.14851,            0.052492,            0.057867,                   0,            0.006832,            0.006832,            0.006832
                  18,            0.051759,            0.035486,                   0,             0.36924,             0.60992,             0.35447,            0.065954,            0.053748,            0.063992,                   0,            0.006634,            0.006634,            0.006634
                  19,            0.050331,            0.034744,                   0,             0.46143,             0.75702,             0.52747,             0.18527,            0.049826,            0.047022,                   0,            0.006436,            0.006436,            0.006436
                  20,            0.049208,            0.036634,                   0,             0.40996,             0.73223,             0.43757,             0.10105,            0.057056,            0.071363,                   0,            0.006238,            0.006238,            0.006238
                  21,            0.053482,            0.035672,                   0,             0.46621,             0.67273,             0.46524,             0.14342,             0.05182,            0.052732,                   0,             0.00604,             0.00604,             0.00604
                  22,            0.045953,            0.034186,                   0,             0.59734,             0.73554,             0.64542,             0.30387,            0.042433,            0.052156,                   0,            0.005842,            0.005842,            0.005842
                  23,            0.041632,            0.033599,                   0,             0.81159,             0.84793,             0.83818,             0.40606,            0.038927,            0.041919,                   0,            0.005644,            0.005644,            0.005644
                  24,            0.040023,            0.033813,                   0,             0.75768,             0.84298,             0.78998,             0.39444,            0.038739,            0.040883,                   0,            0.005446,            0.005446,            0.005446
                  25,            0.041329,            0.033146,                   0,             0.68096,             0.78674,             0.68694,             0.33749,            0.041126,            0.044845,                   0,            0.005248,            0.005248,            0.005248
                  26,            0.042249,            0.032773,                   0,              0.6776,             0.77123,             0.72523,             0.34377,            0.038146,            0.042399,                   0,             0.00505,             0.00505,             0.00505
                  27,            0.036239,            0.031921,                   0,             0.84177,             0.84463,             0.83069,             0.48013,            0.033935,            0.040727,                   0,            0.004852,            0.004852,            0.004852
                  28,            0.032754,            0.031123,                   0,             0.86977,             0.89419,             0.89121,             0.50969,            0.030754,            0.040259,                   0,            0.004654,            0.004654,            0.004654
                  29,            0.034263,            0.029792,                   0,             0.86962,              0.9157,             0.91349,             0.50992,            0.030097,            0.033493,                   0,            0.004456,            0.004456,            0.004456
                  30,             0.03064,            0.030266,                   0,              0.8759,             0.91074,             0.89458,              0.5565,            0.028973,             0.03673,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.034805,            0.028956,                   0,             0.89609,             0.92727,             0.92845,             0.55651,            0.030342,            0.032637,                   0,             0.00406,             0.00406,             0.00406
